,movie,year,director,watched,era,tagA,tagB,tagC,tagD,tagE,tagF,tagG,franchise,fansOf,actors,trailer,comment,rating
,Just Before Dawn,1981,Jeff Lieberman,yes,Bronze,Slasher,Woods,Rednecks,,,,,,,"Chris Lemmon, Gregg Henry, Deborah Benson, Ralph Seymour, Jamie Rose, Mike Kellin, George Kennedy",,,3
,Madhouse,1981,Ovidio G. Assonitis,yes,Bronze,Slasher,,,,,,,,,"Trish Everly, Michael Macrae, Dennis Robertson, Allison Biggers",,,
,My Bloody Valentine,1981,George Mihalka,yes,Bronze,Slasher,Valentines Day,Holiday,,,,,,,,,,5
,Possession,1981,Andrzej Żuławski,yes,Bronze,Psychological,,,,,,,,,,,,5
,Scanners,1981,David Cronenberg,yes,Bronze,Psychological,Mutant,,,,,,,,,,,5
,Scream,1981,Byron Quisenberry,yes,Bronze,Slasher,,,,,,,,,"Pepper Martin, Hank Worden, Ethan Wayne, Ann Bronston, Julie Marine",,,
,Screamers,1981,,yes,Bronze,,,,,,,,,,,,,
,The Beyond,1981,Lucio Fulci,yes,Bronze,Hell,Demon,,,Zombie,,,,,,,,5
,The Burning,1981,Tony Maylam,yes,Bronze,Slasher,,,,,,,,,,,,4
,The Evil Dead,1981,Sam Raimi,yes,Bronze,Demon,Camp,Deadites,Ash Williams,Gore,,,Evil Dead,,,,,5
,The Funhouse,1981,Tobe Hooper,yes,Bronze,Monster,Slasher,,,,,,,,,,,5
,The House by the Cemetery,1981,Lucio Fulci,yes,Bronze,Zombie,Hell,,,,,,,,,,,4
,The Howling,1981,Joe Dante,yes,Bronze,Monster,Werewolf,,,,,,Howling,,,,,5
,The Monster Club,1981,Roy Ward Baker,yes,Bronze,Anthology,,,,,,,,,,,,3
,The Prowler,1981,Joseph Zito,yes,Bronze,Slasher,,,,,,,,,,,,4
,The Black Cat,1981,Lucio Fulci,watch,Bronze,,,,,,,,,,,,,
,Burial Ground: The Nights of Terror,1981,,no,Bronze,,,,,,,,,,,,,
,Kiss Daddy Goodbye,1981,,no,Bronze,,,,,,,,,,,,,
,Kung Fu Zombie,1981,,no,Bronze,,,,,,,,,,,,,
,"Lady, Stay Dead",1981,,no,Bronze,,,,,,,,,,,,,
,Night School,1981,,no,Bronze,,,,,,,,,,,,,
,The Boogens,1981,,no,Bronze,,,,,,,,,,,,,
,The Pit,1981,,no,Bronze,,,,,,,,,,,,,
,Toxic Zombies,1981,,no,Bronze,,,,,,,,,,,,,
,Wolfen,1981,,no,Bronze,,,,,,,,,,,,,
,Zombie Lake,1981,,no,Bronze,,,,,,,,,,,,,
,Alone In The Dark,1982,Jack Sholder,yes,Bronze,Slasher,Maniacs,,,,,,,,,,,3
,Basket Case,1982,Frank Henenlotter,yes,Bronze,Creature,Slasher,,,Body,,,,,,,,5
,Big Meat Eater,1982,Chris Windsor,yes,Bronze,Slasher,Mutant,,,,,,,,,,,2
,Creepshow,1982,George A. Romero,yes,Bronze,Anthology,Zombie,Plant,,,,,,,,,,5
,Evilspeak,1982,Weston and Joseph Garofalo,yes,Bronze,Demon,Curse,,,,,,,,,,,3
,Friday The 13th Part III,1982,Steve Miner,yes,Bronze,Slasher,Jason Voorhees,,,,,,Friday The 13th,,"Richard Brooker, Dana Kimmell, Paul Kratka, Rachel Howard, Catherine Parks",,,5
,Halloween 3: Season of The Witch,1982,Tommy Lee Wallace,yes,Bronze,Occult,Halloween,Killer Robots,Holiday,,,,Halloween,"Slashers, Friday the 13th, Black Christmas, Texas Chainsaw Massacre",,,A town doctor uncovers an evil plot from a mask company that is setting up for a Halloween massacre.,5
,Humongous,1982,Paul Lynch,yes,Bronze,Slasher,Mutant,Cannibalism,,,,,,,"Janet Julian, David Wallace, John Wildman, Page Fletcher",,,
,Madman,1982,Joe Giannone,yes,Bronze,Slasher,,,,,,,,,,,,4
,Nightbeast,1982,Don Dohler,yes,Bronze,Alien,,,,,,,,,,,,4
,Parasite,1982,Charles Band,yes,Bronze,Creature,Dystopia,,,,,,,,,,,4
,Pieces,1982,Juan Piquer Simón,yes,Bronze,Slasher,,,,,,,,,,,,4
,Poltergeist,1982,Tobe Hooper,yes,Bronze,Ghost,Supernatural,Demon,Haunted House,,,,,,"Heather O'Rourke, JoBeth Williams, Craig T. Nelson, Beatrice Straight",,,5
,Slumber Party Massacre,1982,Amy Holden Jones,yes,Bronze,Slasher,,,,,,,,,,,,4
,Superstition,1982,James W. Roberson,yes,Bronze,Supernatural,Slasher,Occult,Witch,,,,,,"Albert Salmi, Heidi Bohay, Jim Houghton, Lynn Carlin, Jacquelyn Hyde",,,2
,The Beast Within,1982,Philippe Mora,yes,Bronze,Monster,,,,,,,,,,,,3
,The Forest,1982,Don Jones,yes,Bronze,Slasher,,,,,,,,,,,,4
,The House on Sorority Row,1982,Mark Rosman,yes,Bronze,Slasher,,,,,,,,,"Kathryn McNeil, Eileen Davidson",,,3
,The Slayer,1982,J. S. Cardone,yes,Bronze,Supernatural,,,,,,,,,,,,4
,The Thing,1982,John Carpenter,yes,Bronze,Alien,Body,Remote,,,,,,,,,,5
,Trick or Treats,1982,Gary Graver,yes,Bronze,Slasher,Halloween,,,,,,,,,,,3
,Visiting Hours,1982,Jean-Claude Lord,yes,Bronze,Slasher,Psychological,,,,,,,,"Lee Grant, William Shatner, Michael Ironside, Linda Purl",,,3
,Panic,1982,,watch,Bronze,,,,,,,,,,,,,
,The Entity,1982,,watch,Bronze,,,,,,,,,,,,,
,The New York Ripper,1982,Lucio Fulci,watch,Bronze,,,,,,,,,,,,,
,Forbidden World,1982,,no,Bronze,,,,,,,,,,,,,
,I was a Zombie for the FBI,1982,,no,Bronze,,,,,,,,,,,,,
,La Morte Vivante (The Living Dead Girl),1982,,no,Bronze,,,,,,,,,,,,,
,Mansion of The Living Dead,1982,,no,Bronze,,,,,,,,,,,,,
,Mongrel,1982,,no,Bronze,,,,,,,,,,,,,
,Oasis of the Zombies,1982,,no,Bronze,,,,,,,,,,,,,
,Q,1982,,no,Bronze,,,,,,,,,,,,,
,Tenebre,1982,,no,Bronze,,,,,,,,,,,,,
,Christine,1983,John Carpenter,yes,Bronze,Supernatural,Killer Car,,,,,,,,,,,4
,Cujo,1983,Lewis Teague,yes,Bronze,Animal,Stephen King,,,,,,,,,,,3
,Jaws 3-D,1983,Joe Alves,yes,Bronze,Shark,Animal,Water,,,,,,,,,,2
,Mausoleum,1983,Michael Dugan,yes,Bronze,Demon,Possession,,,,,,,,,,,3
,One Dark Night,1983,Tom McLoughlin,yes,Bronze,Ghost,,,,,,,,,,,,3
,Psycho II,1983,Richard Franklin,yes,Bronze,Slasher,Psychological,,Norman Bates,Maternal,,,,,,,,4
,Sleepaway Camp,1983,Robert Hiltzik,yes,Bronze,Slasher,Camp,Angela Baker,,,,,,,,,,5
,Strange Invaders,1983,Michael Laughlin,yes,Bronze,Aliens,Body,Invasion,,,,,,,,,,3
,The Being,1983,Jackie Kong,yes,Bronze,Monster,Mutant,,,,,,,,,,,4
,The Deadly Spawn,1983,"Glenn Takakjian, Douglas McKeown",yes,Bronze,Alien,Invasion,Camp,,,,,,,,,,5
,The Final Terror,1983,Andrew Davis,yes,Bronze,Slasher,,,,,,,,,,,,3
,The Keep,1983,Michael Mann,yes,Bronze,Demon,Hell,,,WW2,,,,,,,,3
,The Prey,1983,Edwin Brown,yes,Bronze,Slasher,,,,,,,,,,,,3
,Twilight Zone: The Movie,1983,"John Landis, Joe Dante, Steven Spielberg, George Miller",yes,Bronze,Anthology,,,,,,,,,,,Fun movie,3
,Videodrome,1983,David Cronenberg,yes,Bronze,Psychological,Body,,,,,,,,,,,4
,Xtro,1983,Harry Bromley Davenport,yes,Bronze,Alien,Abduction,Psychological,,,,,,,"Bernice Stegers, Philip Sayer, Simon Nash, Maryam d'Abo",,,3
,City of Living Dead,1983,Lucio Fulci,watch,Bronze,,,,,,,,,,,,,
,Eyes of Fire,1983,,watch,Bronze,,,,,,,,,,,,,
,House of The Long Shadows,1983,,no,Bronze,,,,,,,,,,,,,
,Hysterical,1983,,no,Bronze,,,,,,,,,,,,,
,Mortuary,1983,,no,Bronze,,,,,,,,,,,,,
,Mountaintop Motel Massacre,1983,,no,Bronze,,,,,,,,,,,,,
,Something Wicked This Way Comes,1983,,no,Bronze,,,,,,,,,,,,,
,The Dead Zone,1983,,no,Bronze,,,,,,,,,,,,,
,The Demons of Ludlow,1983,,no,Bronze,,,,,,,,,,,,,
,The Hunger,1983,,no,Bronze,,,,,,,,,,,,,
,Zeder (Revenge of The Dead),1983,,no,Bronze,,,,,,,,,,,,,
,A Nightmare on Elm Street,1984,Wes Craven,yes,Bronze,Slasher,Freddy Krueger,,,,,,Elm Street,,"Robert Englund, Heather Langenkamp, Johnny Depp, John Saxon, Amanda Wyss, Jsu Garcia",,,5
,Blood Suckers from Outer Space,1984,Glen Coburn,yes,Bronze,Zombie,Infestation,Comedy,,,,,,,,,,2
,Children of the Corn,1984,Fritz Kiersch,yes,Bronze,Occult,Demon,Kids,Cult,,,,,,"Peter Horton, Linda Hamilton",,,3
,CHUD,1984,Douglas Cheek,yes,Bronze,Creature,,,,,,,,,,,,3
,Friday The 13th: The Final Chapter,1984,Joseph Zito,yes,Bronze,Slasher,Jason Voorhees,,,,,,Friday The 13th,,"Ted White, Kimberly Beck, Corey Feldman, Crispin Glover, Judie Aronson, Erich Anderson",,,5
,Ghostbusters,1984,Ivan Reitman,yes,Bronze,Supernatural,Ghosts,Possession,,,,,,,,,,5
,Gremlins,1984,Joe Dante,yes,Bronze,Creature,Holiday,Christmas,Gizmo,,,,,,,,,5
,Monster Dog,1984,Claudio Fragasso,yes,Bronze,Monster,Werewolf,,,,,,,,,,,4
,Mutant,1984,John Cardos,yes,Bronze,Mutant,Zombie,,,,,,,,"Wings Hauser, Bo Hopkins, Jody Medford, Lee Montgomery, Marc Clement, Cary Guffey, Jennifer Warren",,,4
,Night of the Comet,1984,Thom Eberhardt,yes,Bronze,Zombie,Dystopia,,,,,,,,"Robert Beltran, Catherine Mary Stewart, Kelli Maroney, Sharon Farrell, Mary Woronov, Geoffrey Lewis",,,2
,Rats Night of Terror,1984,Bruno Mattei,yes,Bronze,Creature,Dystopia,,,,,,,,,,,2
,The Mutilator,1984,Buddy Cooper,yes,Bronze,Slasher,,,,,,,,,,,,4
,The Power,1984,"Jeffrey Obrow, Stephen Carpenter",yes,Bronze,Demon,Possession,Occult,,,,,,,"Suzy Stokey, Warren Lincoln, Lisa Erickson, Chad Christian, Ben Gilbert",,,2
,The Toxic Avenger,1984,"Lloyd Kaufman, Michael Herz",yes,Bronze,Monster,Action,,,,,,,,,,,4
,Scream For Help,1984,,watch,Bronze,,,,,,,,,,,,,
,Death Warmed Up,1984,,no,Bronze,,,,,,,,,,,,,
,Dreamscape,1984,,no,Bronze,,,,,,,,,,,,,
,Fatal Games,1984,,no,Bronze,,,,,,,,,,,,,
,Firestarter,1984,,no,Bronze,,,,,,,,,,,,,
,Invitation to Hell,1984,,no,Bronze,,,,,,,,,,,,,
,Razorback,1984,,no,Bronze,,,,,,,,,,,,,
,Rocktober Blood,1984,,no,Bronze,,,,,,,,,,,,,
,Silent Madness,1984,,no,Bronze,,,,,,,,,,,,,
,"Silent Night, Deadly Night",1984,Charles Sellier,no,Bronze,Slasher,Christmas,Holiday,,,,,,,,,,
,Sleepwalker,1984,,no,Bronze,,,,,,,,,,,,,
,Sole Survivor,1984,,no,Bronze,,,,,,,,,,,,,
,Splatter University,1984,,no,Bronze,,,,,,,,,,,,,
,Surf 2,1984,,no,Bronze,,,,,,,,,,,,,
,The Company of Wolves,1984,,no,Bronze,,,,,,,,,,,,,
,The Game,1984,,no,Bronze,,,,,,,,,,,,,
,The Hills Have Eyes Part II,1984,,no,Bronze,,,,,,,,,,,,,
,The Initiation,1984,Larry Stewart,no,Bronze,Slasher,Paranormal,,,,,,,,,,,
,Threads,1984,,no,Bronze,,,,,,,,,,,,,
,You’re Never Going To Get it Out of Me,1984,,no,Bronze,,,,,,,,,,,,,
,A Nightmare On Elm Street Part 2: Freddy's Revenge,1985,Jack Sholder,yes,Bronze,Slasher,Freddy Krueger,,,,,,Elm Street,,"Robert Englund, Mark Patton, Kim Myers",,,4
,Cobra,1985,George P. Cosmatos,yes,Bronze,Slasher,Cop,,,,,,,,,,,4
,Creature,1985,William Malone,yes,Bronze,Alien,Zombie,,,,,,,,"Stan Ivar, Wendy Schaal, Lyman Ward, Klaus Kinski",,,3
,Day of The Dead,1985,George A. Romero,yes,Bronze,Zombie,Dystopia,Romero,,,,,Romero Zombie,,,,,5
,Friday The 13th: A New Beginning,1985,Danny Steinmann,yes,Bronze,Slasher,Jason Voorhees,,,,,,Friday The 13th,,"Dick Wieand, Corey Feldman, John Shepherd, Shavar Ross, Debi Sue Voorhees, Tiffany Helm",,,4
,Fright Night,1985,Tom Holland,yes,Bronze,Monster,Vampire,,,,,,,,"Chris Sarandon, Roddy McDowall, William Ragsdale, Amanda Bearse, Stephen Geoffreys, Jonathan Stark",PMRH0RIEjnc?si=nQBHKoGymXvIvOKp,,5
,Ghoulies,1985,Luca Bercovici,yes,Bronze,Creature,Demon,,,Occult,,,,,,,,3
,House,1985,Steve Miner,yes,Bronze,Haunted House,Ghost,,,,,,,,,,,4
,Howling II: Your Sister Is a Werewolf,1985,Philippe Mora,yes,Bronze,Monster,Werewolf,,,,,,Howling,,,,,1
,Lifeforce,1985,Tobe Hooper,yes,Bronze,Alien,Vampire,,,,,,,,,,,4
,Re-Animator,1985,Stuart Gordon,yes,Bronze,Mad Scientist,Zombie,Lovecraftian,Body,Herbert West,,,Re-Animator,,"Bruce Abbott, Barbara Crampton, David Gale, Robert Sampson, Jeffrey Combs",,,5
,Return Of The Living Dead,1985,Dan O'Bannon,yes,Bronze,Zombie,,,,,,,,,,,,5
,Silver Bullet,1985,Dan Attias,yes,Bronze,Monster,Werewolf,Stephen King,,,,,,,,,,5
,The Stuff,1985,Larry Cohen,yes,Bronze,Creature,Occult,,,,,,,,,,,4
,Warning Sign,1985,,watch,Bronze,,,,,,,,,,,,,
,Cemetary of Terror,1985,Rubén Galindo Jr,no,Bronze,Zombie,,,,,,,,,"Hugo Stiglitz, Servando Manzetti, Andrés García Jr, María Rebeca, René Cardona III",,,
,Demons,1985,,no,Bronze,,,,,,,,,,,,,
,Hard Rock Zombies,1985,,no,Bronze,,,,,,,,,,,,,
,Night Train To Terror,1985,,no,Bronze,,,,,,,,,,,,,
,Phenomena,1985,,no,Bronze,,,,,,,,,,,,,
,The Strangeness,1985,,no,Bronze,,,,,,,,,,,,,
,A Nightmare on Elm Street 3: Dream Warriors,1986,Chuck Russell,yes,Bronze,Slasher,Freddy Krueger,,,,,,Elm Street,,"Robert Englund, Heather Langenkamp, Patricia Arquette, Rodney Eastman, Craig Wasson, Jennifer Rubin, Ira Heiden, Ken Sagoes, John Saxon",,,5
,Aliens,1986,James Cameron,yes,Bronze,Alien,Space,Xenomorph,Facehugger,Sci-fi,Ellen Ripley,,,,"Sigourney Weaver, Carrie Henn, Bill Paxton, Michael Biehn, Lance Henriksen, Jenette Goldstein, Paul Reiser, Al Matthews, Mark Rolston, William Hope, Ricco Ross",,,5
,April Fools Day,1986,Fred Walton,yes,Bronze,Slasher,Meta,,,,,,,,,,,3
,Chopping Mall,1986,Jim Wynorski,yes,Bronze,Robot,,,,,,,,,,,,3
,Class of Nuke Em' High,1986,"Lloyd Kaufman, Richard W. Haines",yes,Bronze,Mutant,Monster,Splatter,Troma,,,,,,"Janelle Brady, Gil Brenton, Robert Prichard, Pat Ryan",,,4
,Critters,1986,Stephen Herek,yes,Bronze,Creature,Alien,,,,,,,,,,,4
,Dreamaniac,1986,David DeCoteau,yes,Bronze,Demon,Succubus,Slasher,,,,,,,,,,3
,Evil Laugh,1986,Dominick Brascia,yes,Bronze,Slasher,,,,,,,,,,,,2
,Friday The 13th Part VI: Jason Lives,1986,Tom McLoughlin,yes,Bronze,Slasher,Jason Voorhees,,,,,,Friday The 13th,,"C.J. Graham, Thom Matthews, Jennifer Cooke, Tom Fridley, David Kagen",,,4
,From Beyond,1986,Stuart Gordon,yes,Bronze,Mad Scientist,Monster,Lovecraftian,Mad Scientist,Hell,,,,,,,,5
,Haunted Honeymoon,1986,Gene Wilder,yes,Bronze,Haunted House,Monster,,,,,,,,,,,4
,Invaders From Mars,1986,Tobe Hooper,yes,Bronze,Alien,Invasion,,,,,,,,,,,5
,Little Shop Of Horrors,1986,Frank Oz,yes,Bronze,Monster,Plant,Musical,,,,,,,,,,5
,Maximum Overdrive,1986,Stephen King,yes,Bronze,Killer Robots,,,,,,,,,,,,3
,Monster In The Closet,1986,Bob Dahlin,yes,Bronze,Monster,,,,,,,,,,,,3
,Neon Maniacs,1986,Joseph Mangine,yes,Bronze,Mutants,,,,,,,,,,,,3
,Night of The Creeps,1986,Fred Dekker,yes,Bronze,Alien,Zombie,Creature,,,,,,,,,,5
,Poltergeist 2: The Other Side,1986,Brian Gibson,yes,Bronze,Ghost,Supernatural,Demon,Haunted House,Reverend Henry Kane,,,,,"JoBeth Williams, Craig T. Nelson, Heather O'Rourke, Oliver Robins, Julian Beck, Zelda Rubinstein, Will Sampson, Geraldine Fitzgerald",,,4
,Slaughter High,1986,"George Dugdale, Peter Litten, Mark Ezra",yes,Bronze,Slasher,Revenge,,,,,,,,,,,4
,Spookies,1986,"Thomas Doran, Brendan Faulkner",yes,Bronze,Monster,Haunted House,,,Mad Scientist,,,,,,,,3
,Terrorvision,1986,Ted Nicolaou,yes,Bronze,Alien,Monster,,,,,,,,,,,4
,The Abomination,1986,Bret McCormick,yes,Bronze,Monster,Psychological,,,,,,,,,,,3
,The Fly,1986,David Cronenberg,yes,Bronze,Mad Scientist,Monster,,,Bug,,,,,,,,5
,The Texas Chainsaw Massacre Part 2,1986,Tobe Hooper,yes,Bronze,Slasher,Leatherface,Chop-top,Drayton,,,,Texas Chainsaw Massacre,,,,,5
,The Wraith,1986,Mike Marvin,yes,Bronze,Sci-fi,Action,,,,,,,,,,,3
,Troll,1986,John Carl Buechler,yes,Bronze,Troll,Creature,Fantasy,,,,,,,,,,3
,Witchboard,1986,Kevin Tenney,yes,Bronze,Ghost,Occult,Supernatural,Trilogy,,,,,,,,,3
,Zombie Nightmare,1986,Jack Bravman,yes,Bronze,Zombie,Voodoo,Revenge,,,,,,,"Adam West, Jon Mikl Thor, Tia Carrere, Frank Dietz, Linda Singer",,,
,The Seventh Curse,1986,,watch,Bronze,,,,,,,,,,,,,
,The Supernaturals,1986,,watch,Bronze,,,,,,,,,,,,,
,Dead End Drive-In,1986,,no,Bronze,,,,,,,,,,,,,
,Deadly Friend,1986,,no,Bronze,,,,,,,,,,,,,
,Demons 2,1986,,no,Bronze,,,,,,,,,,,,,
,Henry Portrait of a Serial Killer,1986,,no,Bronze,,,,,,,,,,,,,
,Raiders of the Living Dead,1986,,no,Bronze,,,,,,,,,,,,,
,The Hitcher,1986,,no,Bronze,,,,,,,,,,,,,
,The Rape After,1986,,no,Bronze,,,,,,,,,,,,,
,Trick Or Treat,1986,,no,Bronze,,,,,,,,,,,,,
,Zombie Brigade,1986,,no,Bronze,,,,,,,,,,,,,
,Bad Taste,1987,Peter Jackson,yes,Bronze,Alien,Invasion,,,,,,,,,,,4
,Blood Diner,1987,Jackie Kong,yes,Bronze,Slasher,Occult,,,Demon,,,,,,,,4
,Blood Rage,1987,John Grissmer,yes,Bronze,Slasher,,,,,,,,,,,,3
,Blue Monkey,1987,William Fruet,yes,Bronze,Monster,Bug,,,,,,,,,,,3
,Creepozoids,1987,David DeCoteau,yes,Bronze,Dystopia,Monster,,,,,,,,,,,2
,Creepshow 2,1987,Michael Gornick,yes,Bronze,Anthology,,,,,,,,,,,,4
,Dolls,1987,Stuart Gordon,yes,Bronze,Puppet,,,,,,,,,,,,3
,Don't Panic,1987,Rubén Galindo Jr.,yes,Bronze,Supernatural,Ghost,Spirit,,,,,,,,,,2
,Doom Asylum,1987,Richard Friedman,yes,Bronze,Slasher,,,,,,,,,,,,2
,Evil Dead II,1987,Sam Raimi,yes,Bronze,Demon,Camp,Deadites,Ash Williams,Gore,,,Evil Dead,,,,,5
,Ghosthouse,1987,Umberto Lenzi,yes,Bronze,Ghost,Haunted House,Doll,Supernatural,Paranormal,,,Poltergiest,,"Lara Wendel, Greg Rhodes, Wanja Mary Sellers",,,2
,Hello Mary Lou: Prom Night II,1987,Bruce Pittman,yes,Bronze,Supernatural,Possession,,,,,,,,,,,4
,Hellraiser,1987,Clive Barker,yes,Bronze,Hell,Demon,Torture,Cenobites,Pinhead,Lament Configuration,,Hellraiser,,"Andrew Robinson, Clare Higgins, Ashley Laurence",,,5
,It's Alive III: Island of the Alive,1987,Larry Cohen,yes,Bronze,Monster,Baby,,,,,,,,,,,
,Jaws: The Revenge,1987,Joseph Sargent,yes,Bronze,Shark,Animal,Water,,,,,,,,,,2
,Mad Ron's Prevues From Hell,1987,Jim Monaco,yes,Bronze,Homage,,,,,,,,,,,,2
,Prince of Darkness,1987,John Carpenter,yes,Bronze,Hell,Demon,Dystopia,,,,,,,,,,5
,Rawhead Rex,1987,George Pavlou,yes,Bronze,Monster,Demon,,,,,,,,,,,5
,Slaughterhouse,1987,Rick Roessler,yes,Bronze,Slasher,,,,,,,,,,,,3
,Slumber Party Massacre II,1987,Deborah Brock,yes,Bronze,Slasher,,,,,,,,,"Crystal Bernard, Jennifer Rhodes, Kimberly McArthur",,,2
,Stagefright,1987,Michele Soavi,yes,Bronze,Slasher,,,,,,,,,,,,4
,The Curse,1987,David Keith,yes,Bronze,Creature,Body,,,,,,,,,,,3
,The Gate,1987,Tibor Takács,yes,Bronze,Demon,Hell,,,,,,,,,,,4
,The Kindred,1987,"Jeffrey Obrow, Stephen Carpenter",yes,Bronze,Monster,Mad Scientist,,,,,,,,,,,3
,The Lost Boys,1987,Joel Schumacher,yes,Bronze,Monster,Vampire,,,,,,,,,,,4
,The Monster Squad,1987,Fred Dekker,yes,Bronze,Monster,Mash,Frankenstein,Dracula,Werewolf,Mummy,Gillman,,,,,,5
,The Outing (The Lamp),1987,Tom Daley,yes,Bronze,Slasher,Supernatural,Jinn,,,,,,,,,,3
,The Video Dead,1987,Robert Scott,yes,Bronze,Zombie,,,,,,,,,,,,4
,Aenigma,1987,Lucio Fulci,watch,Bronze,,,,,,,,,,,,,
,Beaks,1987,,no,Bronze,,,,,,,,,,,,,
,Blood Harvest,1987,,no,Bronze,,,,,,,,,,,,,
,Blood Lake,1987,Tim Boggs,no,Bronze,Slasher,,,,,,,,,,,,
,Bloody New Year,1987,,no,Bronze,,,,,,,,,,,,,
,Demon of Paradise,1987,Cirio H. Santiago,no,Bronze,Monster,,,,,,,,,,,,
,From a Whisper to a Scream,1987,,no,Bronze,,,,,,,,,,,,,
,I was A Teenage Zombie,1987,,no,Bronze,,,,,,,,,,,,,
,Near Dark,1987,,no,Bronze,,,,,,,,,,,,,
,Retribution,1987,Guy Magar,no,Bronze,Mystery,,,,,,,,,,,,
,Return to Horror High,1987,Bill Froehlich,no,Bronze,Slasher,,,,,,,,,,,,
,Rock 'n' Roll Nightmare,1987,John Fasano,no,Bronze,,,,,,,,,,,,,
,"Silent Night, Deadly Night Part 2",1987,,no,Bronze,,,,,,,,,,,,,
,Zombie High,1987,,no,Bronze,,,,,,,,,,,,,
,976-EVIL,1988,Robert Englund,yes,Bronze,Demon,Satanic,,,,,,,,"Stephen Geoffreys, Jim Metzler, Maria Rubell, Patrick O'Bryan, Sandy Dennis",,,3
,A Nightmare on Elm Street 4: The Dream Master,1988,Renny Harlin,yes,Bronze,Slasher,Freddy Krueger,,,,,,Elm Street,,"Robert Englund, Renny Harlin, Lisa Wilcox, Rodney Eastman, Tuesday Knight, Ken Sagoes",,This movie is the best!,4
,Bad Dreams,1988,Andrew Fleming,yes,Bronze,Occult,Psychological,Supernatural,Slasher,,,,,,"Jennifer Rubin, Bruce Abbott, Richard Lynch, Dean Cameron, Harris Yulin",,,3
,Beetlejuice,1988,Tim Burton,yes,Bronze,Macabre,Ghost,Beetlejuice,Fantasy,,,,,,"Michael Keaton, Winona Ryder, Catherine O'Hara",,,4
,Black Roses,1988,John Fasano,yes,Bronze,Satan,Occult,Demon,Supernatural,,,,,,,,,
,Brain Damage,1988,Frank Henenlotter,yes,Bronze,Monster,,,,,,,,,,,,5
,Cellar Dweller,1988,John Carl Buechler,yes,Bronze,Demon,,,,,,,,,,,,3
,Cheerleader Camp,1988,John Quinn,yes,Bronze,Slasher,Camp,,,,,,,,"Betsy Russell, Leif Garrett, Lucinda Dickey, Lorie Griffin",,,3
,Child's Play,1988,Tom Holland,yes,Bronze,Slasher,Puppet,,Chucky,,,,,,,,,5
,CHUD 2: Bud The CHUD,1988,David Irving,yes,Bronze,Zombie,cannibalistic humanoid underground dwellers,,,,,,,,,,,
,Critters 2: The Main Course,1988,Mick Garris,yes,Bronze,Creature,Alien,,,,,,,,,,,5
,Dead Heat,1988,Mark Goldblatt,yes,Bronze,Zombie,Mad Scientist,,Cop,,,,,,,,,4
,Dream Demon,1988,Harley Cokeliss,yes,Bronze,Demon,Dreams,,,,,,,,,,,3
,Edge Of The Axe,1988,José Ramón Larraz,yes,Bronze,Slasher,,,,,,,,,,,,3
,FleshEater Revenge of The Living Dead,1988,Bill Hinzman,yes,Bronze,Zombie,,,,,,,,,"Bill Hinzman, John Mowod, Leslie Ann Wick, Kevin Kindlin, Charis Kirkpatrick Acuff, James J. Rutan",groYsKgNZzs?si=8JuDIdPB1e08IdBK,,2
,Friday The 13th Part VII: The New Blood,1988,John Carl Buechler,yes,Bronze,Slasher,Jason Voorhees,,,,,,Friday The 13th,,"Kane Hodder, Lar Park Lincoln, Jennifer Banko Kevin Spirtas, Susan Jennifer Sullivan, Terry Kiser",,,3
,Fright Night Part 2,1988,Tommy Lee Wallace,yes,Bronze,Vampire,Monster,,,,,,,,,,,
,Ghoulies II,1988,Albert Band,yes,Bronze,Creature,Demon,,,,,,,,,,,4
,Grotesque,1988,Joe Tornatore,yes,Bronze,Monster,Invasion,,,,,,,,,,,3
,Hack O Lantern,1988,Jag Mundhra,yes,Bronze,Slasher,,,,,,,,,"Katina Garner, Carla Baron, Hy Pyke, Gregory Scott Cummins, Patricia Christie",,,3
,Halloween 4: The Return of Michael Myers,1988,Dwight H. Little,yes,Bronze,Slasher,Halloween,Michael Myers,Holiday,,,,Halloween,"Slashers, Friday the 13th, Black Christmas, Texas Chainsaw Massacre",,,"Ten years after the events on Halloween night, Michael Myers awakens and returns to Haddonfield to kill his seven-year old niece.",4
,Hellbound: Hellraiser 2,1988,Tony Randel,yes,Bronze,Hell,Demon,Torture,Cenobites,Pinhead,Lament Configuration,,Hellraiser,,"Clare Higgins, Ashley Laurence, Kenneth Cranham",,,5
,Killer Klowns From Outer Space,1988,Stephen Chiodo,yes,Bronze,Alien,Homage,Clown,,,,,,,,,,5
,Maniac Cop,1988,William Lustig,yes,Bronze,Action,Slasher,Matt Cordell,,,,,,,,,,4
,Night Of The Demons,1988,Kevin S. Tenney,yes,Bronze,Demons,Possession,,,,,,,,,,,4
,Paperhouse,1988,Bernard Rose,yes,Bronze,Psychological,Fantasy,,,,,,,,,,,
,Phantasm II,1988,Don Coscarelli,yes,Bronze,Alien,Creature,Tall Man,Sci-fi,Morbid,,,,,,,,5
,Poltergeist 3,1988,Gary Sherman,yes,Bronze,Ghost,Supernatural,Demon,Haunted House,Reverend Henry Kane,,,,,"Tom Skerritt, Nancy Allen, Heather O'Rourke, Lara Flynn Boyle, Zelda Rubinstein",,,
,Primal Rage,1988,Vittorio Rambaldi,yes,Bronze,Virus,Halloween,Infection,Mutant,,,,,,,,,3
